fixture_id,data,mandante,visitante,casa_media_gols_marcados_5,casa_media_gols_sofridos_5,casa_media_pontos_5,casa_percentual_over15_5,casa_percentual_btts_5,fora_media_gols_marcados_5,fora_media_gols_sofridos_5,fora_media_pontos_5,fora_percentual_over15_5,fora_percentual_btts_5,target_over15,target_btts
1180585,2024-08-25T22:00:00+00:00,Internacional,Cruzeiro,1.2,1.2,1.2,0.8,0.8,1.6,0.8,1.6,0.8,0.4,0,0
1180588,2024-08-25T23:00:00+00:00,Flamengo,RB Bragantino,1.2,1.4,1.4,0.8,0.6,1.0,1.2,1.0,0.6,0.6,1,1
1180589,2024-08-27T00:00:00+00:00,Vasco DA Gama,Atletico Paranaense,1.2,1.4,1.0,0.8,0.4,1.0,1.6,0.8,0.8,0.6,1,1
1180396,2024-08-28T22:30:00+00:00,Cruzeiro,Internacional,1.2,1.0,1.0,0.6,0.4,1.2,1.0,1.6,0.6,0.6,0,0
1180544,2024-08-28T22:30:00+00:00,Criciuma,RB Bragantino,1.2,1.2,1.4,0.6,0.6,1.0,1.6,0.4,0.8,0.8,0,0
1180603,2024-08-31T21:30:00+00:00,Cuiaba,Criciuma,0.6,2.4,0.2,0.8,0.6,1.0,1.0,1.4,0.4,0.4,1,1
1180599,2024-09-01T00:00:00+00:00,Botafogo,Fortaleza EC,2.0,1.6,1.4,0.8,0.6,1.4,0.4,3.0,0.4,0.4,1,0
1180595,2024-09-01T14:00:00+00:00,Gremio,Atletico-MG,1.4,0.6,2.4,0.6,0.2,0.8,1.2,1.0,0.8,0.6,1,1
1180596,2024-09-01T14:00:00+00:00,Cruzeiro,Atletico Goianiense,0.6,1.0,0.6,0.4,0.4,0.8,1.6,1.2,0.6,0.4,1,1
1180600,2024-09-01T19:00:00+00:00,Corinthians,Flamengo,0.6,1.0,0.6,0.6,0.6,1.2,1.4,1.4,0.8,0.6,1,1
1180598,2024-09-01T21:30:00+00:00,Fluminense,Sao Paulo,0.8,0.4,2.0,0.4,0.0,1.0,0.8,1.8,0.4,0.4,1,0
1180602,2024-09-01T21:30:00+00:00,Atletico Paranaense,Palmeiras,1.2,1.8,0.8,1.0,0.8,1.8,1.0,1.6,1.0,0.6,1,0
1180597,2024-09-01T21:30:00+00:00,Vitoria,Vasco DA Gama,1.2,1.2,1.4,0.8,0.4,1.6,1.2,1.6,0.8,0.6,0,0
1180604,2024-09-01T21:30:00+00:00,Juventude,Internacional,1.6,1.6,1.4,1.0,1.0,1.0,0.8,1.6,0.4,0.4,1,1
1180601,2024-09-01T21:30:00+00:00,RB Bragantino,Bahia,1.0,1.6,0.4,0.8,0.8,1.0,0.4,1.6,0.6,0.2,1,1
1180513,2024-09-05T23:00:00+00:00,Cuiaba,Juventude,0.8,2.2,0.8,0.8,0.6,1.6,2.0,1.2,1.0,1.0,0,0
1180535,2024-09-11T22:30:00+00:00,Internacional,Fortaleza EC,1.2,0.6,2.0,0.4,0.4,1.2,0.8,2.4,0.6,0.4,1,1
1180613,2024-09-14T19:00:00+00:00,Atletico Goianiense,Vitoria,1.0,1.8,1.2,0.6,0.6,0.8,1.4,0.8,0.6,0.4,1,0
1180612,2024-09-14T21:30:00+00:00,Atletico Paranaense,Fortaleza EC,0.8,2.0,0.2,1.0,0.6,1.0,1.0,1.8,0.6,0.4,1,1
1180609,2024-09-15T00:00:00+00:00,Botafogo,Corinthians,2.4,1.0,2.0,0.8,0.6,0.8,0.8,1.2,0.6,0.6,1,1
1180610,2024-09-15T19:00:00+00:00,Palmeiras,Criciuma,2.2,0.6,2.2,1.0,0.6,0.8,1.2,0.8,0.4,0.4,1,0
1180614,2024-09-15T19:00:00+00:00,Juventude,Fluminense,1.0,1.6,0.8,0.8,0.8,1.0,0.4,2.0,0.6,0.0,1,1
1180611,2024-09-15T19:00:00+00:00,RB Bragantino,Gremio,1.0,1.4,0.8,0.8,0.8,1.6,1.2,1.8,0.8,0.4,1,1
1180607,2024-09-15T21:30:00+00:00,Bahia,Atletico-MG,1.0,0.6,1.4,0.6,0.2,1.0,1.4,1.0,0.8,0.6,1,0
1180608,2024-09-15T21:30:00+00:00,Flamengo,Vasco DA Gama,1.0,1.8,0.8,0.8,0.8,1.8,1.0,2.2,0.8,0.6,1,1
1180606,2024-09-15T21:30:00+00:00,Cruzeiro,Sao Paulo,1.0,0.8,1.2,0.4,0.4,1.0,1.0,1.8,0.6,0.4,0,0
1180605,2024-09-16T23:00:00+00:00,Internacional,Cuiaba,1.2,0.6,2.0,0.4,0.4,0.8,2.0,1.0,0.8,0.6,1,0
1180620,2024-09-21T19:00:00+00:00,Corinthians,Atletico Goianiense,0.8,1.0,1.0,0.6,0.6,0.8,1.4,1.2,0.6,0.4,1,0
1180617,2024-09-21T19:00:00+00:00,Vitoria,Juventude,1.0,1.4,0.8,0.8,0.4,1.2,1.4,1.4,0.8,0.8,0,0
1180618,2024-09-21T21:30:00+00:00,Fluminense,Botafogo,1.0,0.8,1.4,0.8,0.2,2.0,1.0,2.0,0.8,0.6,0,0
1180622,2024-09-22T00:00:00+00:00,Fortaleza EC,Bahia,1.0,1.2,1.4,0.8,0.6,1.6,0.4,2.0,0.8,0.2,1,1
1180619,2024-09-22T19:00:00+00:00,Vasco DA Gama,Palmeiras,1.6,0.8,2.2,0.8,0.6,3.0,0.4,2.6,1.0,0.4,0,0
1180616,2024-09-22T19:00:00+00:00,Atletico-MG,RB Bragantino,0.8,1.6,1.0,0.8,0.4,1.2,1.6,0.8,0.8,0.8,1,0
1180621,2024-09-22T21:30:00+00:00,Sao Paulo,Internacional,1.0,1.0,1.8,0.6,0.4,1.8,0.4,2.6,0.6,0.4,1,1
1180615,2024-09-22T21:30:00+00:00,Gremio,Flamengo,1.6,1.6,1.4,0.8,0.6,1.2,1.8,1.0,1.0,1.0,1,1
1180623,2024-09-22T21:30:00+00:00,Cuiaba,Cruzeiro,0.6,2.0,1.0,0.8,0.4,1.0,1.0,1.0,0.4,0.4,0,0
1180624,2024-09-23T21:30:00+00:00,Criciuma,Atletico Paranaense,0.8,2.0,0.8,0.6,0.4,1.0,1.8,0.4,1.0,0.8,0,0
1180395,2024-09-25T22:00:00+00:00,Gremio,Criciuma,1.6,1.8,1.4,0.8,0.6,0.4,1.6,0.8,0.4,0.2,1,1
1180511,2024-09-25T22:00:00+00:00,RB Bragantino,Internacional,1.0,1.8,0.8,0.8,0.6,2.2,0.6,2.6,0.8,0.6,1,1
1180630,2024-09-28T21:30:00+00:00,Palmeiras,Atletico-MG,3.0,0.2,3.0,0.8,0.2,1.4,1.6,1.4,1.0,0.4,1,1
1180629,2024-09-29T00:00:00+00:00,Botafogo,Gremio,1.8,0.4,2.6,0.6,0.4,1.8,1.8,1.4,0.8,0.8,0,0
1180634,2024-09-29T14:00:00+00:00,Juventude,RB Bragantino,0.8,1.4,0.8,0.6,0.6,1.2,1.8,1.0,0.8,0.6,1,1
1180631,2024-09-29T19:00:00+00:00,Sao Paulo,Corinthians,1.0,1.6,1.2,0.8,0.6,1.2,0.8,1.4,0.6,0.4,1,1
1180633,2024-09-29T19:00:00+00:00,Atletico Goianiense,Fluminense,0.8,1.8,1.2,0.8,0.4,1.0,0.6,1.4,0.6,0.2,0,0
1180632,2024-09-29T19:00:00+00:00,Fortaleza EC,Cuiaba,1.4,1.2,1.4,0.8,0.6,0.4,1.8,1.0,0.6,0.2,0,0
1180627,2024-09-29T21:30:00+00:00,Bahia,Criciuma,1.4,1.2,1.4,0.8,0.4,0.8,1.6,1.4,0.6,0.4,0,0
1180625,2024-09-29T21:30:00+00:00,Internacional,Vitoria,2.6,1.0,2.6,1.0,0.8,1.2,1.0,1.4,0.6,0.4,1,1
1180626,2024-09-29T21:30:00+00:00,Cruzeiro,Vasco DA Gama,0.6,0.6,1.0,0.2,0.2,1.2,1.0,1.6,0.6,0.6,1,1
1180628,2024-09-29T23:00:00+00:00,Flamengo,Atletico Paranaense,1.4,2.2,0.8,1.0,1.0,0.6,1.4,0.4,0.8,0.6,0,0
1180644,2024-10-03T22:00:00+00:00,Criciuma,Atletico Goianiense,0.6,1.8,0.8,0.6,0.4,0.8,1.8,1.2,0.8,0.4,1,0
1180638,2024-10-04T00:30:00+00:00,Fluminense,Cruzeiro,1.0,0.8,1.2,0.6,0.2,0.8,0.6,1.2,0.4,0.4,0,0
1180635,2024-10-05T00:30:00+00:00,Gremio,Fortaleza EC,1.6,1.8,1.0,0.8,0.8,1.4,1.2,1.4,0.8,0.6,1,1
1180642,2024-10-05T19:30:00+00:00,Atletico Paranaense,Botafogo,0.4,1.2,0.4,0.6,0.4,1.0,0.2,2.2,0.4,0.2,0,0
1180641,2024-10-05T19:30:00+00:00,RB Bragantino,Palmeiras,1.4,1.8,1.2,1.0,0.8,3.0,0.2,3.0,0.8,0.2,0,0
1180636,2024-10-05T19:30:00+00:00,Atletico-MG,Vitoria,1.4,1.8,1.2,1.0,0.4,1.0,1.2,1.2,0.6,0.4,1,1
1180637,2024-10-05T22:00:00+00:00,Bahia,Flamengo,1.2,1.2,1.4,0.6,0.4,1.4,1.4,1.4,0.8,0.8,1,0
1180640,2024-10-05T22:00:00+00:00,Corinthians,Internacional,1.4,1.4,1.2,0.8,0.6,2.6,1.0,2.6,1.0,0.8,1,1
1180643,2024-10-05T22:00:00+00:00,Cuiaba,Sao Paulo,0.4,1.0,1.0,0.4,0.2,1.4,1.4,1.8,0.8,0.6,1,0
1180639,2024-10-06T00:00:00+00:00,Vasco DA Gama,Juventude,1.0,0.8,1.6,0.6,0.6,0.8,1.2,1.0,0.6,0.6,1,1
1180406,2024-10-09T22:30:00+00:00,Atletico-MG,Gremio,1.8,1.8,1.4,1.0,0.6,1.8,1.4,1.6,0.8,0.8,1,1
1180651,2024-10-17T00:45:00+00:00,Sao Paulo,Vasco DA Gama,1.0,1.6,1.2,0.8,0.4,0.8,0.8,1.2,0.6,0.6,1,0
1180652,2024-10-17T00:45:00+00:00,Fortaleza EC,Atletico-MG,1.6,1.4,1.4,0.8,0.8,1.6,1.6,1.4,1.0,0.6,1,1
1180648,2024-10-17T23:00:00+00:00,Flamengo,Fluminense,1.4,1.2,1.4,0.8,0.6,0.8,0.8,1.2,0.4,0.2,1,0
1180650,2024-10-17T23:00:00+00:00,Corinthians,Atletico Paranaense,1.8,1.6,1.4,1.0,0.8,0.2,1.0,0.4,0.4,0.2,1,1
1180653,2024-10-18T22:00:00+00:00,Atletico Goianiense,Cuiaba,0.4,2.0,0.6,0.8,0.2,0.4,0.8,1.0,0.4,0.0,0,0
1180649,2024-10-18T23:00:00+00:00,Botafogo,Criciuma,1.2,0.2,2.6,0.4,0.2,0.8,1.4,1.4,0.6,0.2,1,1
1180646,2024-10-19T00:30:00+00:00,Cruzeiro,Bahia,0.8,0.8,1.0,0.4,0.4,1.2,1.6,1.2,0.8,0.4,1,1
1180645,2024-10-19T19:00:00+00:00,Internacional,Gremio,2.6,1.2,2.2,1.0,0.8,1.6,1.4,1.4,0.8,0.8,0,0
1180647,2024-10-19T19:00:00+00:00,Vitoria,RB Bragantino,1.2,1.2,1.4,0.6,0.4,1.0,1.6,0.8,0.8,0.6,0,0
1180654,2024-10-20T23:00:00+00:00,Juventude,Palmeiras,0.8,0.8,1.2,0.6,0.6,2.0,0.2,2.6,0.6,0.2,1,1
1180518,2024-10-22T22:30:00+00:00,Fluminense,Atletico Paranaense,0.8,0.8,1.2,0.4,0.2,0.6,1.6,0.4,0.4,0.4,0,0
1180539,2024-10-25T22:00:00+00:00,Vasco DA Gama,Cuiaba,0.6,1.4,0.6,0.8,0.6,0.4,0.8,1.0,0.4,0.0,0,0
1180660,2024-10-26T19:30:00+00:00,Palmeiras,Fortaleza EC,2.6,0.8,2.6,0.6,0.4,1.6,1.2,1.6,0.8,0.8,1,1
1180658,2024-10-26T19:30:00+00:00,Flamengo,Juventude,1.2,1.2,1.4,0.8,0.4,1.4,1.8,1.0,0.8,0.8,1,1
1180655,2024-10-26T19:30:00+00:00,Gremio,Atletico Goianiense,1.0,1.2,0.8,0.6,0.6,0.2,1.4,0.8,0.6,0.0,1,1
1180657,2024-10-26T19:30:00+00:00,Vitoria,Fluminense,1.4,1.0,2.0,0.6,0.4,0.8,0.4,1.8,0.2,0.0,1,1
1180662,2024-10-26T21:30:00+00:00,Atletico Paranaense,Cruzeiro,0.4,1.6,0.2,0.2,0.2,0.4,0.8,0.6,0.4,0.4,1,0
1180661,2024-10-26T23:00:00+00:00,RB Bragantino,Botafogo,0.6,1.4,0.6,0.6,0.4,1.0,0.4,2.2,0.4,0.4,0,0
1180656,2024-10-26T23:00:00+00:00,Atletico-MG,Internacional,1.8,1.2,1.6,1.0,0.8,2.2,1.2,2.2,0.8,0.8,1,1
1180664,2024-10-27T01:00:00+00:00,Criciuma,Sao Paulo,1.0,0.6,1.6,0.6,0.4,1.6,1.2,1.8,0.8,0.4,1,1
1180663,2024-10-28T22:00:00+00:00,Cuiaba,Corinthians,0.4,0.4,1.0,0.2,0.0,2.4,1.8,1.4,1.0,0.8,0,0
1180659,2024-10-29T00:00:00+00:00,Vasco DA Gama,Bahia,0.6,1.2,1.0,0.6,0.4,1.2,1.4,1.4,0.8,0.4,1,1
1180515,2024-10-30T22:00:00+00:00,Internacional,Flamengo,2.2,1.2,2.2,0.8,0.8,1.8,1.4,1.8,0.8,0.4,1,1
1180668,2024-11-02T00:00:00+00:00,Fluminense,Gremio,1.0,0.6,1.8,0.4,0.2,1.4,1.0,1.4,0.6,0.6,1,1
1180671,2024-11-02T19:00:00+00:00,RB Bragantino,Cuiaba,0.6,1.0,0.6,0.4,0.4,0.4,0.6,0.8,0.2,0.0,0,0
1180672,2024-11-02T21:30:00+00:00,Atletico Paranaense,Vitoria,1.0,1.6,0.6,0.4,0.2,1.4,1.2,2.0,0.6,0.6,1,1
1180674,2024-11-02T21:30:00+00:00,Juventude,Fortaleza EC,1.4,2.4,0.4,0.8,0.8,1.8,1.4,1.6,0.8,0.8,1,0
1180670,2024-11-04T23:00:00+00:00,Corinthians,Palmeiras,2.4,1.4,2.0,0.8,0.6,2.0,1.2,2.2,0.6,0.6,1,0
1180667,2024-11-06T00:30:00+00:00,Bahia,Sao Paulo,1.0,2.0,0.8,0.8,0.6,1.6,1.4,1.4,1.0,0.6,1,0
1180665,2024-11-06T00:30:00+00:00,Internacional,Criciuma,2.0,1.0,2.2,0.8,0.8,1.2,0.8,1.6,0.8,0.6,1,0
1180669,2024-11-06T00:30:00+00:00,Botafogo,Vasco DA Gama,0.8,0.2,2.2,0.2,0.2,1.2,1.4,1.6,0.8,0.6,1,0
1180666,2024-11-07T00:00:00+00:00,Cruzeiro,Flamengo,0.4,1.2,0.6,0.6,0.4,1.6,1.0,2.0,0.8,0.4,0,0
1180673,2024-11-07T00:00:00+00:00,Atletico Goianiense,Atletico-MG,0.4,1.6,0.8,0.6,0.2,1.4,1.8,1.0,1.0,1.0,0,0
1180675,2024-11-08T22:00:00+00:00,Internacional,Fluminense,1.8,0.8,2.2,0.8,0.6,1.4,0.8,2.0,0.6,0.4,1,0
1180680,2024-11-09T00:30:00+00:00,Palmeiras,Gremio,1.8,1.6,1.6,0.8,0.6,1.8,1.4,1.4,0.8,0.8,0,0
1180679,2024-11-09T19:30:00+00:00,Botafogo,Cuiaba,1.2,0.2,2.2,0.4,0.2,0.4,0.4,1.0,0.2,0.0,0,0
1180677,2024-11-09T19:30:00+00:00,Vitoria,Corinthians,1.6,1.4,2.0,0.8,0.8,2.2,1.4,2.0,0.8,0.6,1,1
1180676,2024-11-09T22:00:00+00:00,Cruzeiro,Criciuma,0.4,1.4,0.4,0.6,0.4,0.8,1.0,1.0,0.8,0.4,1,1
1180683,2024-11-09T22:00:00+00:00,Atletico Goianiense,RB Bragantino,0.6,1.0,1.4,0.4,0.2,0.2,0.6,0.6,0.2,0.2,0,0
1180684,2024-11-09T22:00:00+00:00,Juventude,Bahia,1.4,2.8,0.4,1.0,0.8,0.8,1.8,0.8,0.8,0.4,1,1
1180682,2024-11-09T22:00:00+00:00,Fortaleza EC,Vasco DA Gama,1.6,1.2,1.6,0.8,0.6,1.0,1.8,1.4,0.8,0.4,1,0
1180681,2024-11-10T00:00:00+00:00,Sao Paulo,Atletico Paranaense,2.0,0.8,2.0,1.0,0.4,1.2,1.8,0.6,0.6,0.4,1,1
1180678,2024-11-13T23:00:00+00:00,Flamengo,Atletico-MG,1.6,1.0,2.0,0.8,0.4,1.2,1.6,1.0,0.8,0.8,0,0
1180542,2024-11-16T21:30:00+00:00,Atletico Paranaense,Atletico-MG,1.4,2.0,0.6,0.8,0.6,0.8,1.2,1.0,0.6,0.6,0,0
1180690,2024-11-20T14:00:00+00:00,Corinthians,Cruzeiro,2.4,1.0,2.6,0.8,0.6,0.6,1.4,0.8,0.6,0.4,1,1
1180692,2024-11-20T19:30:00+00:00,Atletico Paranaense,Atletico Goianiense,1.2,1.0,1.2,0.6,0.4,0.4,1.0,1.0,0.4,0.2,1,0
1180694,2024-11-20T19:30:00+00:00,Criciuma,Vitoria,1.0,1.2,1.0,1.0,0.6,1.6,1.2,2.0,0.8,0.8,0,0
1180691,2024-11-20T19:30:00+00:00,RB Bragantino,Sao Paulo,0.0,0.4,0.6,0.0,0.0,1.8,0.8,2.0,1.0,0.4,1,1
1180687,2024-11-20T21:00:00+00:00,Bahia,Palmeiras,0.8,2.2,0.2,1.0,0.6,1.6,1.4,1.6,0.6,0.4,1,1
1180685,2024-11-20T22:00:00+00:00,Gremio,Juventude,1.2,1.4,0.8,0.6,0.6,1.6,2.8,0.8,1.0,0.8,1,1
1180693,2024-11-20T22:00:00+00:00,Cuiaba,Flamengo,0.0,0.4,0.6,0.0,0.0,1.2,1.0,1.6,0.6,0.4,1,1
1180686,2024-11-21T00:30:00+00:00,Atletico-MG,Botafogo,0.4,1.2,0.4,0.4,0.4,1.2,0.2,2.2,0.4,0.2,0,0
1180689,2024-11-21T23:00:00+00:00,Vasco DA Gama,Internacional,0.8,2.2,1.2,0.8,0.2,1.8,0.4,2.6,0.8,0.4,0,0
1180688,2024-11-23T00:30:00+00:00,Fluminense,Fortaleza EC,1.2,1.2,1.4,0.8,0.4,2.0,1.2,1.6,1.0,0.6,1,1
1180699,2024-11-23T22:30:00+00:00,Botafogo,Vitoria,1.0,0.2,1.8,0.4,0.2,1.4,0.8,2.4,0.6,0.6,1,1
1180703,2024-11-23T22:30:00+00:00,Atletico Goianiense,Palmeiras,0.4,1.0,1.0,0.4,0.2,2.0,1.6,2.0,0.8,0.6,0,0
1180704,2024-11-23T22:30:00+00:00,Juventude,Cuiaba,1.8,3.0,0.8,1.0,0.8,0.2,0.8,0.4,0.2,0.2,1,1
1180701,2024-11-24T00:30:00+00:00,Sao Paulo,Atletico-MG,2.0,0.6,2.2,1.0,0.6,0.2,1.0,0.4,0.2,0.2,1,1
1180697,2024-11-24T19:00:00+00:00,Bahia,Atletico Paranaense,1.0,2.2,0.2,1.0,0.8,1.6,0.8,1.8,0.8,0.4,1,1
1180695,2024-11-24T19:00:00+00:00,Internacional,RB Bragantino,1.8,0.4,2.6,0.8,0.4,0.2,0.6,0.6,0.2,0.2,1,1
1180700,2024-11-24T19:00:00+00:00,Corinthians,Vasco DA Gama,2.4,0.8,3.0,0.8,0.6,0.8,1.8,1.2,0.6,0.2,1,1
1180698,2024-11-26T22:00:00+00:00,Fluminense,Criciuma,1.2,1.6,1.0,0.8,0.6,0.6,1.4,0.4,0.8,0.6,0,0
1180702,2024-11-26T23:00:00+00:00,Fortaleza EC,Flamengo,2.2,1.0,1.8,1.0,0.6,1.6,0.8,2.2,0.6,0.6,0,0
1180710,2024-11-27T00:30:00+00:00,Palmeiras,Botafogo,1.2,1.0,2.0,0.6,0.4,1.0,0.2,1.8,0.4,0.2,1,1
1180706,2024-11-27T00:30:00+00:00,Atletico-MG,Juventude,0.4,0.8,0.6,0.2,0.2,1.4,2.2,1.0,1.0,0.8,1,1
1180696,2024-11-28T00:00:00+00:00,Cruzeiro,Gremio,0.8,1.6,0.8,0.8,0.6,1.4,1.4,1.0,0.6,0.6,1,1
1180714,2024-11-30T22:30:00+00:00,Criciuma,Corinthians,0.4,1.2,0.4,0.6,0.4,2.0,0.6,3.0,0.8,0.6,1,1
1180713,2024-11-30T22:30:00+00:00,Cuiaba,Bahia,0.4,0.8,0.6,0.4,0.4,1.0,2.2,0.2,1.0,0.8,1,1
1180709,2024-12-01T00:30:00+00:00,Vasco DA Gama,Atletico Goianiense,0.8,2.4,0.6,0.8,0.4,0.4,1.2,0.8,0.4,0.2,1,1
1180708,2024-12-01T19:00:00+00:00,Flamengo,Internacional,0.8,0.4,1.8,0.4,0.4,2.0,0.4,2.6,0.8,0.4,1,1
1180705,2024-12-01T19:00:00+00:00,Gremio,Sao Paulo,1.6,1.4,1.2,0.8,0.8,1.8,1.0,1.8,1.0,0.8,1,1
1180712,2024-12-01T21:30:00+00:00,Atletico Paranaense,Fluminense,1.2,1.0,1.4,0.8,0.6,1.0,1.6,0.6,0.8,0.6,1,1
1180707,2024-12-01T21:30:00+00:00,Vitoria,Fortaleza EC,1.4,1.0,2.0,0.8,0.8,2.0,0.8,1.8,0.8,0.4,1,0
1180711,2024-12-01T21:30:00+00:00,RB Bragantino,Cruzeiro,0.4,1.2,0.6,0.4,0.4,0.8,1.6,0.8,0.8,0.6,1,1
1180720,2024-12-03T23:00:00+00:00,Corinthians,Bahia,2.6,1.0,3.0,1.0,0.8,1.0,1.8,0.8,1.0,0.8,1,0
1180719,2024-12-04T22:00:00+00:00,Vasco DA Gama,Atletico-MG,0.6,2.4,0.2,0.8,0.4,0.8,1.2,0.6,0.4,0.4,1,0
1180721,2024-12-04T23:00:00+00:00,Sao Paulo,Juventude,1.8,1.2,1.6,1.0,0.8,1.6,1.8,1.6,1.0,0.8,1,1
1180717,2024-12-04T23:00:00+00:00,Vitoria,Gremio,1.4,0.8,2.0,0.8,0.6,1.4,1.4,1.2,0.8,0.8,1,1
1180724,2024-12-04T23:00:00+00:00,Criciuma,Flamengo,0.6,1.8,0.2,0.6,0.4,1.2,0.6,2.2,0.4,0.4,1,0
1180715,2024-12-05T00:30:00+00:00,Internacional,Botafogo,2.2,0.8,2.4,0.8,0.4,1.4,0.4,1.8,0.6,0.4,0,0
1180716,2024-12-05T00:30:00+00:00,Cruzeiro,Palmeiras,1.0,1.2,1.0,0.8,0.8,1.0,1.2,1.8,0.6,0.4,1,1
1180723,2024-12-05T00:30:00+00:00,Atletico Goianiense,Fortaleza EC,0.6,1.0,1.0,0.4,0.2,1.6,0.8,1.6,0.8,0.2,1,1
1180718,2024-12-05T23:00:00+00:00,Fluminense,Cuiaba,1.0,1.4,0.8,0.8,0.6,0.6,1.0,0.6,0.6,0.6,0,0
1180722,2024-12-05T23:00:00+00:00,Atletico Paranaense,RB Bragantino,1.2,0.8,1.6,0.8,0.6,0.6,1.2,0.8,0.6,0.6,1,1
1180727,2024-12-08T19:00:00+00:00,Bahia,Atletico Goianiense,1.0,1.8,0.8,1.0,0.8,1.0,1.2,1.0,0.6,0.4,1,0
1180729,2024-12-08T19:00:00+00:00,Botafogo,Sao Paulo,1.0,0.4,1.8,0.4,0.4,1.4,1.6,1.0,1.0,1.0,1,1
1180730,2024-12-08T19:00:00+00:00,Palmeiras,Fluminense,1.4,1.0,2.4,0.6,0.6,0.8,1.0,1.2,0.6,0.4,0,0
1180728,2024-12-08T19:00:00+00:00,Flamengo,Vitoria,1.6,0.6,2.2,0.6,0.4,1.2,0.8,1.6,0.8,0.6,1,1
1180725,2024-12-08T19:00:00+00:00,Gremio,Corinthians,1.2,1.2,1.2,0.8,0.8,2.8,1.0,3.0,1.0,0.8,1,0
1180734,2024-12-08T19:00:00+00:00,Juventude,Cruzeiro,2.0,1.4,2.2,1.0,1.0,1.2,1.4,1.0,1.0,1.0,0,0
1180732,2024-12-08T19:00:00+00:00,Fortaleza EC,Internacional,1.2,1.4,1.0,0.8,0.4,1.8,1.0,1.8,0.6,0.4,1,0
1180731,2024-12-08T19:00:00+00:00,RB Bragantino,Criciuma,1.0,1.4,1.2,0.8,0.8,0.6,2.0,0.2,0.6,0.4,1,1
1180726,2024-12-08T19:00:00+00:00,Atletico-MG,Atletico Paranaense,0.8,1.6,0.4,0.6,0.4,1.2,0.8,1.6,0.8,0.6,0,0
1180733,2024-12-08T19:00:00+00:00,Cuiaba,Vasco DA Gama,0.6,1.2,0.4,0.6,0.6,1.0,1.8,0.8,0.8,0.4,1,1
